872,Taraza,null,null,null
873,Tarqui,null,null,null
874,Tarso,null,null,null
875,Tasco,null,null,null
876,Tatama,null,null,null
877,Tauramena,null,null,null
878,Tausa,null,null,null
879,Tello,null,null,null
880,Tena,null,null,null
881,Tenerife,null,null,null
882,Tenjo,null,null,null
883,Tenza,null,null,null
884,Teorama,null,null,null
885,Teruel,null,null,null
886,Tesalia,null,null,null
887,Tibacuy,null,null,null
888,Tibana,null,null,null
889,Tibasosa,null,null,null
890,Tibirita,null,null,null
891,Tib,null,null,null
892,Tierralta,null,null,null
893,Timana,null,null,null
894,Timbio,null,null,null
895,Timbiqui,null,null,null
896,Tinjaca,null,null,null
897,Tipacoque,null,null,null
898,Tiquisio (Puerto Rico),null,null,null
899,Titiribi,null,null,null
900,Toca,null,null,null
901,Tocaima,null,null,null
902,Tocancipa,null,null,null
903,Togui,null,null,null
904,Toledo,null,null,null
905,Tol,null,null,null
906,Toluviejo,null,null,null
907,Tona,null,null,null
908,Topaga,null,null,null
909,Topaipi,null,null,null
910,Toribio,null,null,null
911,Toro,null,null,null
912,Tota,null,null,null
913,Totoro,null,null,null
914,Trinidad,null,null,null
915,Trujillo,null,null,null
916,Tubara,null,null,null
917,Tulua,null,null,null
918,Tumaco,null,null,null
919,Tunja,null,null,null
920,Tunungua,null,null,null
921,Tquerres,null,null,null
922,Turbaco,null,null,null
923,Turbana,null,null,null
924,Turbo,null,null,null
925,Turmeque,null,null,null
926,Tuta,null,null,null
927,Tutaza,null,null,null
928,Ubala,null,null,null
929,Ubaque,null,null,null
930,Ubate,null,null,null
931,Ulloa,null,null,null
932,mbita,null,null,null
933,Une,null,null,null
934,Unguia,null,null,null
935,Uramita,null,null,null
936,Uribia,null,null,null
937,Urrao,null,null,null
938,Urumita,null,null,null
939,Usiacuri,null,null,null
940,tica,null,null,null
941,Valdivia,null,null,null
942,Valencia,null,null,null
943,Valle de San Jose,null,null,null
944,Valle de San Juan,null,null,null
945,Valledupar,null,null,null
946,Valparaiso,null,null,null
947,Vegachi,null,null,null
948,Velez,null,null,null
949,Venadillo,null,null,null
950,Venecia,null,null,null
951,Venecia (Ospina Perez),null,null,null
952,Ventaquemada,null,null,null
953,Vergara,null,null,null
954,Versalles,null,null,null
955,Vetas,null,null,null
956,Viani,null,null,null
957,Victoria,null,null,null
958,Vigia del Fuerte,null,null,null
959,Vijes,null,null,null
960,Villa de Leyva,null,null,null
961,Villa del Rosario,null,null,null
962,Villa Gamuez (La Hormiga),null,null,null
963,Villa Garzon,null,null,null
964,Villacaro,null,null,null
965,Villagomez,null,null,null
966,Villahermosa,null,null,null
967,Villamaria,null,null,null
968,Villanueva,null,null,null
969,Villapinzon,null,null,null
970,Villarrica,null,null,null
971,Villavicencio,null,null,null
972,Villavieja,null,null,null
973,Villeta,null,null,null
974,Viota,null,null,null
975,Viracacha,null,null,null
976,Vistahermosa,null,null,null
977,Viterbo,null,null,null
978,Yacopi,null,null,null
979,Yacuanquer,null,null,null
980,Yaguara,null,null,null
981,Yali,null,null,null
982,Yarumal,null,null,null
